Date,AQI,AQI_Bucket
23-09-2023,155,Moderate
24-09-2023,99,Satisfactory
25-09-2023,95,Satisfactory
26-09-2023,145,Moderate
27-09-2023,101,Moderate
28-09-2023,149,Moderate
29-09-2023,116,Moderate
30-09-2023,145,Moderate
01-10-2023,110,Moderate
02-10-2023,95,Satisfactory
03-10-2023,93,Satisfactory
04-10-2023,111,Moderate
05-10-2023,145,Moderate
06-10-2023,168,Moderate
07-10-2023,194,Moderate
08-10-2023,107,Moderate
09-10-2023,155,Moderate
10-10-2023,99,Satisfactory
11-10-2023,95,Satisfactory
12-10-2023,145,Moderate
13-10-2023,101,Moderate
14-10-2023,149,Moderate
15-10-2023,116,Moderate
16-10-2023,145,Moderate
17-10-2023,110,Moderate
18-10-2023,95,Satisfactory
19-10-2023,93,Satisfactory
20-10-2023,111,Moderate
21-10-2023,145,Moderate
22-10-2023,98,Satisfactory
23-10-2023,143,Moderate
24-10-2023,90,Satisfactory
25-10-2023,89,Satisfactory
26-10-2023,140,Moderate
27-10-2023,106,Moderate
28-10-2023,136,Moderate
29-10-2023,104,Moderate
30-10-2023,104,Moderate
31-10-2023,99,Satisfactory
01-11-2023,132,Moderate
02-11-2023,106,Moderate
03-11-2023,149,Moderate
04-11-2023,182,Moderate
05-11-2023,229,Poor
06-11-2023,344,Very Poor
07-11-2023,358,Very Poor
08-11-2023,318,Very Poor
09-11-2023,307,Very Poor
10-11-2023,236,Poor
11-11-2023,153,Moderate
12-11-2023,182,Moderate
13-11-2023,146,Moderate
14-11-2023,194,Moderate
15-11-2023,192,Moderate
16-11-2023,218,Poor
17-11-2023,237,Poor
18-11-2023,175,Moderate
19-11-2023,189,Moderate
20-11-2023,297,Poor
21-11-2023,262,Poor
22-11-2023,182,Moderate
23-11-2023,186,Moderate
24-11-2023,253,Poor
25-11-2023,305,Very Poor
26-11-2023,318,Very Poor
27-11-2023,279,Poor
28-11-2023,228,Poor
29-11-2023,155,Moderate
30-11-2023,156,Moderate
01-12-2023,182,Moderate
02-12-2023,189,Moderate
03-12-2023,192,Moderate
04-12-2023,286,Poor
05-12-2023,293,Poor
06-12-2023,336,Very Poor
07-12-2023,318,Very Poor
08-12-2023,156,Moderate
09-12-2023,127,Moderate
10-12-2023,163,Moderate
11-12-2023,168,Moderate
12-12-2023,145,Moderate
13-12-2023,134,Moderate
14-12-2023,132,Moderate
15-12-2023,146,Moderate
16-12-2023,151,Moderate
17-12-2023,185,Moderate
18-12-2023,254,Poor
19-12-2023,257,Poor
20-12-2023,341,Very Poor
21-12-2023,303,Very Poor
22-12-2023,297,Poor
23-12-2023,271,Poor
24-12-2023,257,Poor
25-12-2023,351,Very Poor
26-12-2023,216,Poor
27-12-2023,153,Moderate
28-12-2023,156,Moderate
29-12-2023,247,Poor
30-12-2023,245,Poor
31-12-2023,169,Moderate
01-01-2024,185,Moderate
02-01-2024,162,Moderate
03-01-2024,151,Moderate
04-01-2024,102,Moderate
05-01-2024,116,Moderate
06-01-2024,134,Moderate
07-01-2024,207,Poor
08-01-2024,197,Moderate
09-01-2024,155,Moderate
10-01-2024,141,Moderate
11-01-2024,208,Poor
12-01-2024,271,Poor
13-01-2024,322,Very Poor
14-01-2024,307,Very Poor
15-01-2024,298,Poor
16-01-2024,206,Poor
17-01-2024,162,Moderate
18-01-2024,124,Moderate
19-01-2024,121,Moderate
20-01-2024,128,Moderate
21-01-2024,129,Moderate
22-01-2024,129,Moderate
23-01-2024,169,Moderate
24-01-2024,194,Moderate
25-01-2024,189,Moderate
26-01-2024,153,Moderate
27-01-2024,149,Moderate
28-01-2024,133,Moderate
29-01-2024,123,Moderate
30-01-2024,123,Moderate
31-01-2024,134,Moderate
01-02-2024,111,Moderate
02-02-2024,102,Moderate
03-02-2024,104,Moderate
04-02-2024,115,Moderate
05-02-2024,115,Moderate
06-02-2024,102,Moderate
07-02-2024,98,Satisfactory
08-02-2024,99,Satisfactory
09-02-2024,110,Moderate
10-02-2024,133,Moderate
11-02-2024,141,Moderate
12-02-2024,168,Moderate
13-02-2024,208,Poor
14-02-2024,169,Moderate
15-02-2024,197,Moderate
16-02-2024,172,Moderate
17-02-2024,134,Moderate
18-02-2024,134,Moderate
19-02-2024,133,Moderate
20-02-2024,153,Moderate
21-02-2024,149,Moderate
22-02-2024,124,Moderate
23-02-2024,162,Moderate
24-02-2024,138,Moderate
25-02-2024,112,Moderate
26-02-2024,155,Moderate
27-02-2024,146,Moderate
28-02-2024,138,Moderate
29-02-2024,133,Moderate
01-03-2024,136,Moderate
02-03-2024,136,Moderate
03-03-2024,141,Moderate
04-03-2024,134,Moderate
05-03-2024,102,Moderate
06-03-2024,84,Satisfactory
07-03-2024,82,Satisfactory
08-03-2024,82,Satisfactory
09-03-2024,94,Satisfactory
10-03-2024,82,Satisfactory
11-03-2024,82,Satisfactory
12-03-2024,88,Satisfactory
13-03-2024,82,Satisfactory
14-03-2024,104,Moderate
15-03-2024,104,Moderate
16-03-2024,104,Moderate
17-03-2024,115,Moderate
18-03-2024,104,Moderate
19-03-2024,110,Moderate
20-03-2024,95,Satisfactory
21-03-2024,91,Satisfactory
22-03-2024,102,Moderate
23-03-2024,110,Moderate
24-03-2024,102,Moderate
25-03-2024,194,Moderate
26-03-2024,206,Poor
27-03-2024,111,Moderate
28-03-2024,127,Moderate
29-03-2024,121,Moderate
30-03-2024,121,Moderate
31-03-2024,140,Moderate
01-04-2024,140,Moderate
02-04-2024,123,Moderate
03-04-2024,123,Moderate
04-04-2024,116,Moderate
05-04-2024,110,Moderate
06-04-2024,89,Satisfactory
07-04-2024,73,Satisfactory
08-04-2024,88,Satisfactory
09-04-2024,111,Moderate
10-04-2024,112,Moderate
11-04-2024,94,Satisfactory
12-04-2024,98,Satisfactory
13-04-2024,102,Moderate
14-04-2024,107,Moderate
15-04-2024,110,Moderate
16-04-2024,95,Satisfactory
17-04-2024,90,Satisfactory
18-04-2024,93,Satisfactory
19-04-2024,82,Satisfactory
20-04-2024,73,Satisfactory
21-04-2024,67,Satisfactory
22-04-2024,67,Satisfactory
23-04-2024,73,Satisfactory
24-04-2024,76,Satisfactory
25-04-2024,95,Satisfactory
26-04-2024,117,Moderate
27-04-2024,111,Moderate
28-04-2024,93,Satisfactory
29-04-2024,95,Satisfactory
30-04-2024,117,Moderate
01-05-2024,110,Moderate
02-05-2024,124,Moderate
03-05-2024,111,Moderate
04-05-2024,116,Moderate
05-05-2024,121,Moderate
06-05-2024,98,Satisfactory
07-05-2024,99,Satisfactory
08-05-2024,95,Satisfactory
09-05-2024,115,Moderate
10-05-2024,94,Satisfactory
11-05-2024,95,Satisfactory
12-05-2024,89,Satisfactory
13-05-2024,93,Satisfactory
14-05-2024,84,Satisfactory
15-05-2024,89,Satisfactory
16-05-2024,93,Satisfactory
17-05-2024,104,Moderate
18-05-2024,116,Moderate
19-05-2024,153,Moderate
20-05-2024,180,Moderate
21-05-2024,201,Poor
22-05-2024,197,Moderate
23-05-2024,172,Moderate
24-05-2024,134,Moderate
25-05-2024,119,Moderate
26-05-2024,140,Moderate
27-05-2024,140,Moderate
28-05-2024,132,Moderate
29-05-2024,141,Moderate
30-05-2024,129,Moderate
31-05-2024,128,Moderate
01-06-2024,101,Moderate
