Date,AQI,AQI_Bucket
03-03-2021,80,Satisfactory
04-03-2021,88,Satisfactory
05-03-2021,83,Satisfactory
06-03-2021,100,Satisfactory
07-03-2021,81,Satisfactory
08-03-2021,112,Moderate
09-03-2021,113,Moderate
10-03-2021,105,Moderate
11-03-2021,88,Satisfactory
12-03-2021,78,Satisfactory
13-03-2021,78,Satisfactory
14-03-2021,69,Satisfactory
15-03-2021,60,Satisfactory
16-03-2021,51,Satisfactory
17-03-2021,61,Satisfactory
18-03-2021,90,Satisfactory
19-03-2021,74,Satisfactory
20-03-2021,76,Satisfactory
21-03-2021,63,Satisfactory
22-03-2021,57,Satisfactory
23-03-2021,59,Satisfactory
24-03-2021,71,Satisfactory
25-03-2021,67,Satisfactory
26-03-2021,121,Moderate
27-03-2021,128,Moderate
28-03-2021,72,Satisfactory
29-03-2021,81,Satisfactory
30-03-2021,78,Satisfactory
31-03-2021,78,Satisfactory
01-04-2021,89,Satisfactory
02-04-2021,89,Satisfactory
03-04-2021,79,Satisfactory
04-04-2021,79,Satisfactory
05-04-2021,75,Satisfactory
06-04-2021,71,Satisfactory
07-04-2021,59,Satisfactory
08-04-2021,50,Good
09-04-2021,58,Satisfactory
10-04-2021,72,Satisfactory
11-04-2021,73,Satisfactory
12-04-2021,62,Satisfactory
13-04-2021,64,Satisfactory
14-04-2021,67,Satisfactory
15-04-2021,70,Satisfactory
16-04-2021,71,Satisfactory
17-04-2021,63,Satisfactory
18-04-2021,60,Satisfactory
19-04-2021,61,Satisfactory
20-04-2021,55,Satisfactory
21-04-2021,50,Good
22-04-2021,46,Good
23-04-2021,46,Good
24-04-2021,50,Good
25-04-2021,51,Satisfactory
26-04-2021,63,Satisfactory
27-04-2021,76,Satisfactory
28-04-2021,72,Satisfactory
29-04-2021,61,Satisfactory
30-04-2021,63,Satisfactory
01-05-2021,76,Satisfactory
02-05-2021,71,Satisfactory
03-05-2021,80,Satisfactory
04-05-2021,72,Satisfactory
05-05-2021,75,Satisfactory
06-05-2021,78,Satisfactory
07-05-2021,64,Satisfactory
08-05-2021,65,Satisfactory
09-05-2021,63,Satisfactory
10-05-2021,74,Satisfactory
11-05-2021,62,Satisfactory
12-05-2021,63,Satisfactory
13-05-2021,59,Satisfactory
14-05-2021,61,Satisfactory
15-05-2021,56,Satisfactory
16-05-2021,59,Satisfactory
17-05-2021,61,Satisfactory
18-05-2021,68,Satisfactory
19-05-2021,75,Satisfactory
20-05-2021,97,Satisfactory
21-05-2021,113,Moderate
22-05-2021,125,Moderate
23-05-2021,123,Moderate
24-05-2021,108,Moderate
25-05-2021,86,Satisfactory
26-05-2021,77,Satisfactory
27-05-2021,89,Satisfactory
28-05-2021,89,Satisfactory
29-05-2021,471,Severe
30-05-2021,90,Satisfactory
31-05-2021,83,Satisfactory
01-06-2021,82,Satisfactory
02-06-2021,66,Satisfactory
03-06-2021,61,Satisfactory
04-06-2021,60,Satisfactory
05-06-2021,59,Satisfactory
06-06-2021,78,Satisfactory
07-06-2021,64,Satisfactory
08-06-2021,70,Satisfactory
09-06-2021,74,Satisfactory
10-06-2021,81,Satisfactory
11-06-2021,78,Satisfactory
12-06-2021,73,Satisfactory
13-06-2021,67,Satisfactory
14-06-2021,64,Satisfactory
15-06-2021,67,Satisfactory
16-06-2021,61,Satisfactory
17-06-2021,59,Satisfactory
18-06-2021,56,Satisfactory
19-06-2021,62,Satisfactory
20-06-2021,63,Satisfactory
21-06-2021,75,Satisfactory
22-06-2021,70,Satisfactory
23-06-2021,66,Satisfactory
24-06-2021,75,Satisfactory
25-06-2021,72,Satisfactory
26-06-2021,70,Satisfactory
27-06-2021,57,Satisfactory
28-06-2021,62,Satisfactory
29-06-2021,69,Satisfactory
30-06-2021,76,Satisfactory
01-07-2021,81,Satisfactory
02-07-2021,74,Satisfactory
03-07-2021,86,Satisfactory
04-07-2021,88,Satisfactory
05-07-2021,88,Satisfactory
06-07-2021,90,Satisfactory
07-07-2021,92,Satisfactory
08-07-2021,63,Satisfactory
09-07-2021,55,Satisfactory
10-07-2021,57,Satisfactory
11-07-2021,95,Satisfactory
12-07-2021,60,Satisfactory
13-07-2021,90,Satisfactory
14-07-2021,68,Satisfactory
15-07-2021,61,Satisfactory
16-07-2021,68,Satisfactory
17-07-2021,59,Satisfactory
18-07-2021,75,Satisfactory
19-07-2021,73,Satisfactory
20-07-2021,66,Satisfactory
21-07-2021,67,Satisfactory
22-07-2021,65,Satisfactory
23-07-2021,59,Satisfactory
24-07-2021,55,Satisfactory
25-07-2021,51,Satisfactory
26-07-2021,46,Good
27-07-2021,55,Satisfactory
28-07-2021,85,Satisfactory
29-07-2021,56,Satisfactory
30-07-2021,88,Satisfactory
31-07-2021,48,Good
01-08-2021,49,Good
02-08-2021,54,Satisfactory
03-08-2021,88,Satisfactory
04-08-2021,44,Good
05-08-2021,47,Good
06-08-2021,51,Satisfactory
07-08-2021,52,Satisfactory
08-08-2021,86,Satisfactory
09-08-2021,47,Good
10-08-2021,52,Satisfactory
11-08-2021,90,Satisfactory
12-08-2021,96,Satisfactory
13-08-2021,69,Satisfactory
14-08-2021,60,Satisfactory
15-08-2021,52,Satisfactory
16-08-2021,54,Satisfactory
17-08-2021,63,Satisfactory
18-08-2021,53,Satisfactory
19-08-2021,56,Satisfactory
20-08-2021,88,Satisfactory
21-08-2021,112,Moderate
22-08-2021,75,Satisfactory
23-08-2021,81,Satisfactory
24-08-2021,89,Satisfactory
25-08-2021,76,Satisfactory
26-08-2021,78,Satisfactory
27-08-2021,66,Satisfactory
28-08-2021,61,Satisfactory
29-08-2021,83,Satisfactory
30-08-2021,87,Satisfactory
31-08-2021,97,Satisfactory
01-09-2021,98,Satisfactory
02-09-2021,99,Satisfactory
03-09-2021,94,Satisfactory
04-09-2021,98,Satisfactory
05-09-2021,102,Moderate
06-09-2021,96,Satisfactory
07-09-2021,90,Satisfactory
08-09-2021,106,Moderate
09-09-2021,82,Satisfactory
10-09-2021,95,Satisfactory
11-09-2021,97,Satisfactory
12-09-2021,114,Moderate
13-09-2021,84,Satisfactory
14-09-2021,75,Satisfactory
15-09-2021,83,Satisfactory
16-09-2021,80,Satisfactory
17-09-2021,81,Satisfactory
18-09-2021,98,Satisfactory
19-09-2021,87,Satisfactory
20-09-2021,72,Satisfactory
21-09-2021,88,Satisfactory
22-09-2021,90,Satisfactory
23-09-2021,58,Satisfactory
24-09-2021,98,Satisfactory
25-09-2021,65,Satisfactory
26-09-2021,69,Satisfactory
27-09-2021,58,Satisfactory
28-09-2021,65,Satisfactory
29-09-2021,68,Satisfactory
30-09-2021,63,Satisfactory
01-10-2021,54,Satisfactory
02-10-2021,53,Satisfactory
03-10-2021,55,Satisfactory
04-10-2021,58,Satisfactory
05-10-2021,62,Satisfactory
06-10-2021,88,Satisfactory
07-10-2021,134,Moderate
08-10-2021,63,Satisfactory
09-10-2021,91,Satisfactory
10-10-2021,58,Satisfactory
11-10-2021,56,Satisfactory
12-10-2021,85,Satisfactory
13-10-2021,59,Satisfactory
14-10-2021,87,Satisfactory
15-10-2021,68,Satisfactory
16-10-2021,85,Satisfactory
17-10-2021,64,Satisfactory
18-10-2021,56,Satisfactory
19-10-2021,54,Satisfactory
20-10-2021,65,Satisfactory
21-10-2021,85,Satisfactory
22-10-2021,57,Satisfactory
23-10-2021,84,Satisfactory
24-10-2021,53,Satisfactory
25-10-2021,52,Satisfactory
26-10-2021,82,Satisfactory
27-10-2021,62,Satisfactory
28-10-2021,80,Satisfactory
29-10-2021,61,Satisfactory
30-10-2021,61,Satisfactory
31-10-2021,58,Satisfactory
01-11-2021,77,Satisfactory
02-11-2021,62,Satisfactory
03-11-2021,87,Satisfactory
04-11-2021,107,Moderate
05-11-2021,135,Moderate
06-11-2021,203,Poor
07-11-2021,211,Poor
08-11-2021,187,Moderate
09-11-2021,181,Moderate
10-11-2021,139,Moderate
11-11-2021,90,Satisfactory
12-11-2021,107,Moderate
13-11-2021,86,Satisfactory
14-11-2021,114,Moderate
15-11-2021,113,Moderate
16-11-2021,128,Moderate
17-11-2021,368,Very Poor
18-11-2021,103,Moderate
19-11-2021,111,Moderate
20-11-2021,175,Moderate
21-11-2021,154,Moderate
22-11-2021,107,Moderate
23-11-2021,110,Moderate
24-11-2021,149,Moderate
25-11-2021,180,Moderate
26-11-2021,187,Moderate
27-11-2021,164,Moderate
28-11-2021,134,Moderate
29-11-2021,91,Satisfactory
30-11-2021,92,Satisfactory
01-12-2021,107,Moderate
02-12-2021,111,Moderate
03-12-2021,113,Moderate
04-12-2021,169,Moderate
05-12-2021,173,Moderate
06-12-2021,198,Moderate
07-12-2021,187,Moderate
08-12-2021,92,Satisfactory
09-12-2021,74,Satisfactory
10-12-2021,96,Satisfactory
11-12-2021,99,Satisfactory
12-12-2021,85,Satisfactory
13-12-2021,79,Satisfactory
14-12-2021,77,Satisfactory
15-12-2021,86,Satisfactory
16-12-2021,89,Satisfactory
17-12-2021,109,Moderate
18-12-2021,150,Moderate
19-12-2021,151,Moderate
20-12-2021,201,Poor
21-12-2021,179,Moderate
22-12-2021,175,Moderate
23-12-2021,160,Moderate
24-12-2021,151,Moderate
25-12-2021,207,Poor
26-12-2021,127,Moderate
27-12-2021,90,Satisfactory
28-12-2021,92,Satisfactory
29-12-2021,146,Moderate
30-12-2021,144,Moderate
31-12-2021,100,Satisfactory
01-01-2022,109,Moderate
02-01-2022,95,Satisfactory
03-01-2022,89,Satisfactory
04-01-2022,60,Satisfactory
05-01-2022,68,Satisfactory
06-01-2022,79,Satisfactory
07-01-2022,122,Moderate
08-01-2022,116,Moderate
09-01-2022,91,Satisfactory
10-01-2022,83,Satisfactory
11-01-2022,123,Moderate
12-01-2022,160,Moderate
13-01-2022,190,Moderate
14-01-2022,181,Moderate
15-01-2022,176,Moderate
16-01-2022,121,Moderate
17-01-2022,95,Satisfactory
18-01-2022,73,Satisfactory
19-01-2022,71,Satisfactory
20-01-2022,75,Satisfactory
21-01-2022,76,Satisfactory
22-01-2022,76,Satisfactory
23-01-2022,100,Satisfactory
24-01-2022,114,Moderate
25-01-2022,111,Moderate
26-01-2022,90,Satisfactory
27-01-2022,87,Satisfactory
28-01-2022,78,Satisfactory
29-01-2022,72,Satisfactory
30-01-2022,72,Satisfactory
31-01-2022,79,Satisfactory
01-02-2022,65,Satisfactory
02-02-2022,60,Satisfactory
03-02-2022,61,Satisfactory
04-02-2022,67,Satisfactory
05-02-2022,67,Satisfactory
06-02-2022,60,Satisfactory
07-02-2022,57,Satisfactory
08-02-2022,58,Satisfactory
09-02-2022,64,Satisfactory
10-02-2022,78,Satisfactory
11-02-2022,83,Satisfactory
12-02-2022,99,Satisfactory
13-02-2022,123,Moderate
14-02-2022,100,Satisfactory
15-02-2022,116,Moderate
16-02-2022,101,Moderate
17-02-2022,79,Satisfactory
18-02-2022,79,Satisfactory
19-02-2022,78,Satisfactory
20-02-2022,90,Satisfactory
21-02-2022,87,Satisfactory
22-02-2022,73,Satisfactory
23-02-2022,95,Satisfactory
24-02-2022,81,Satisfactory
25-02-2022,66,Satisfactory
26-02-2022,91,Satisfactory
27-02-2022,86,Satisfactory
28-02-2022,81,Satisfactory
01-03-2022,78,Satisfactory
02-03-2022,80,Satisfactory
03-03-2022,80,Satisfactory
04-03-2022,83,Satisfactory
05-03-2022,79,Satisfactory
06-03-2022,60,Satisfactory
07-03-2022,49,Good
08-03-2022,48,Good
09-03-2022,48,Good
10-03-2022,55,Satisfactory
11-03-2022,48,Good
12-03-2022,48,Good
13-03-2022,51,Satisfactory
14-03-2022,48,Good
15-03-2022,61,Satisfactory
16-03-2022,61,Satisfactory
17-03-2022,61,Satisfactory
18-03-2022,67,Satisfactory
19-03-2022,61,Satisfactory
20-03-2022,64,Satisfactory
21-03-2022,56,Satisfactory
22-03-2022,50,Good
23-03-2022,52,Satisfactory
24-03-2022,64,Satisfactory
25-03-2022,60,Satisfactory
26-03-2022,114,Moderate
27-03-2022,121,Moderate
28-03-2022,65,Satisfactory
29-03-2022,74,Satisfactory
30-03-2022,71,Satisfactory
31-03-2022,71,Satisfactory
01-04-2022,82,Satisfactory
02-04-2022,82,Satisfactory
03-04-2022,72,Satisfactory
04-04-2022,72,Satisfactory
05-04-2022,68,Satisfactory
06-04-2022,64,Satisfactory
07-04-2022,52,Satisfactory
08-04-2022,43,Good
09-04-2022,51,Satisfactory
10-04-2022,65,Satisfactory
11-04-2022,66,Satisfactory
12-04-2022,55,Satisfactory
13-04-2022,57,Satisfactory
14-04-2022,60,Satisfactory
15-04-2022,63,Satisfactory
16-04-2022,64,Satisfactory
17-04-2022,56,Satisfactory
18-04-2022,53,Satisfactory
19-04-2022,54,Satisfactory
20-04-2022,48,Good
21-04-2022,43,Good
22-04-2022,39,Good
23-04-2022,39,Good
24-04-2022,43,Good
25-04-2022,44,Good
26-04-2022,56,Satisfactory
27-04-2022,69,Satisfactory
28-04-2022,65,Satisfactory
29-04-2022,54,Satisfactory
30-04-2022,56,Satisfactory
01-05-2022,69,Satisfactory
02-05-2022,64,Satisfactory
03-05-2022,73,Satisfactory
04-05-2022,65,Satisfactory
05-05-2022,68,Satisfactory
06-05-2022,71,Satisfactory
07-05-2022,57,Satisfactory
08-05-2022,58,Satisfactory
09-05-2022,56,Satisfactory
10-05-2022,67,Satisfactory
11-05-2022,55,Satisfactory
12-05-2022,56,Satisfactory
13-05-2022,52,Satisfactory
14-05-2022,54,Satisfactory
15-05-2022,49,Good
16-05-2022,52,Satisfactory
17-05-2022,54,Satisfactory
18-05-2022,61,Satisfactory
19-05-2022,68,Satisfactory
20-05-2022,90,Satisfactory
21-05-2022,106,Moderate
22-05-2022,118,Moderate
23-05-2022,116,Moderate
24-05-2022,101,Moderate
25-05-2022,79,Satisfactory
26-05-2022,70,Satisfactory
27-05-2022,82,Satisfactory
28-05-2022,82,Satisfactory
29-05-2022,77,Satisfactory
30-05-2022,83,Satisfactory
31-05-2022,76,Satisfactory
01-06-2022,75,Satisfactory
02-06-2022,59,Satisfactory
03-06-2022,54,Satisfactory
04-06-2022,53,Satisfactory
05-06-2022,52,Satisfactory
06-06-2022,71,Satisfactory
07-06-2022,57,Satisfactory
08-06-2022,63,Satisfactory
09-06-2022,67,Satisfactory
10-06-2022,74,Satisfactory
11-06-2022,71,Satisfactory
12-06-2022,66,Satisfactory
13-06-2022,60,Satisfactory
14-06-2022,57,Satisfactory
15-06-2022,60,Satisfactory
16-06-2022,54,Satisfactory
17-06-2022,52,Satisfactory
18-06-2022,49,Good
19-06-2022,55,Satisfactory
20-06-2022,56,Satisfactory
21-06-2022,68,Satisfactory
22-06-2022,63,Satisfactory
23-06-2022,59,Satisfactory
24-06-2022,68,Satisfactory
25-06-2022,65,Satisfactory
26-06-2022,63,Satisfactory
27-06-2022,50,Good
28-06-2022,55,Satisfactory
29-06-2022,62,Satisfactory
30-06-2022,69,Satisfactory
01-07-2022,74,Satisfactory
02-07-2022,67,Satisfactory
03-07-2022,79,Satisfactory
04-07-2022,81,Satisfactory
05-07-2022,81,Satisfactory
06-07-2022,83,Satisfactory
07-07-2022,85,Satisfactory
08-07-2022,56,Satisfactory
09-07-2022,48,Good
10-07-2022,50,Good
11-07-2022,88,Satisfactory
12-07-2022,53,Satisfactory
13-07-2022,83,Satisfactory
14-07-2022,61,Satisfactory
15-07-2022,54,Satisfactory
16-07-2022,61,Satisfactory
17-07-2022,52,Satisfactory
18-07-2022,68,Satisfactory
19-07-2022,66,Satisfactory
20-07-2022,59,Satisfactory
21-07-2022,60,Satisfactory
22-07-2022,58,Satisfactory
23-07-2022,52,Satisfactory
24-07-2022,48,Good
25-07-2022,44,Good
26-07-2022,39,Good
27-07-2022,48,Good
28-07-2022,78,Satisfactory
29-07-2022,49,Good
30-07-2022,81,Satisfactory
31-07-2022,41,Good
01-08-2022,42,Good
02-08-2022,47,Good
03-08-2022,81,Satisfactory
04-08-2022,37,Good
05-08-2022,40,Good
06-08-2022,44,Good
07-08-2022,45,Good
08-08-2022,79,Satisfactory
09-08-2022,40,Good
10-08-2022,45,Good
11-08-2022,83,Satisfactory
12-08-2022,89,Satisfactory
13-08-2022,62,Satisfactory
14-08-2022,73,Satisfactory
15-08-2022,67,Satisfactory
16-08-2022,64,Satisfactory
17-08-2022,52,Satisfactory
18-08-2022,99,Satisfactory
19-08-2022,99,Satisfactory
20-08-2022,99,Satisfactory
21-08-2022,99,Satisfactory
22-08-2022,99,Satisfactory
23-08-2022,99,Satisfactory
24-08-2022,99,Satisfactory
25-08-2022,99,Satisfactory
26-08-2022,99,Satisfactory
27-08-2022,99,Satisfactory
28-08-2022,120,Moderate
29-08-2022,62,Satisfactory
30-08-2022,49,Good
31-08-2022,97,Satisfactory
01-09-2022,98,Satisfactory
02-09-2022,99,Satisfactory
03-09-2022,94,Satisfactory
04-09-2022,98,Satisfactory
05-09-2022,102,Moderate
06-09-2022,96,Satisfactory
07-09-2022,90,Satisfactory
08-09-2022,106,Moderate
09-09-2022,82,Satisfactory
10-09-2022,95,Satisfactory
11-09-2022,97,Satisfactory
12-09-2022,114,Moderate
13-09-2022,84,Satisfactory
14-09-2022,75,Satisfactory
15-09-2022,83,Satisfactory
16-09-2022,80,Satisfactory
17-09-2022,81,Satisfactory
18-09-2022,98,Satisfactory
19-09-2022,87,Satisfactory
20-09-2022,72,Satisfactory
21-09-2022,88,Satisfactory
22-09-2022,90,Satisfactory
23-09-2022,58,Satisfactory
24-09-2022,98,Satisfactory
25-09-2022,65,Satisfactory
26-09-2022,69,Satisfactory
27-09-2022,58,Satisfactory
28-09-2022,65,Satisfactory
29-09-2022,68,Satisfactory
30-09-2022,63,Satisfactory
01-10-2022,54,Satisfactory
02-10-2022,53,Satisfactory
03-10-2022,55,Satisfactory
04-10-2022,58,Satisfactory
05-10-2022,62,Satisfactory
06-10-2022,88,Satisfactory
07-10-2022,134,Moderate
08-10-2022,65,Satisfactory
09-10-2022,102,Moderate
10-10-2022,59,Satisfactory
11-10-2022,56,Satisfactory
12-10-2022,94,Satisfactory
13-10-2022,60,Satisfactory
14-10-2022,97,Satisfactory
15-10-2022,72,Satisfactory
16-10-2022,94,Satisfactory
17-10-2022,67,Satisfactory
18-10-2022,56,Satisfactory
19-10-2022,54,Satisfactory
20-10-2022,68,Satisfactory
21-10-2022,94,Satisfactory
22-10-2022,58,Satisfactory
23-10-2022,93,Satisfactory
24-10-2022,52,Satisfactory
25-10-2022,51,Satisfactory
26-10-2022,90,Satisfactory
27-10-2022,64,Satisfactory
28-10-2022,88,Satisfactory
29-10-2022,63,Satisfactory
30-10-2022,63,Satisfactory
31-10-2022,59,Satisfactory
01-11-2022,84,Satisfactory
02-11-2022,64,Satisfactory
03-11-2022,97,Satisfactory
04-11-2022,123,Moderate
05-11-2022,159,Moderate
06-11-2022,247,Poor
07-11-2022,258,Poor
08-11-2022,227,Poor
09-11-2022,219,Poor
10-11-2022,164,Moderate
11-11-2022,101,Moderate
12-11-2022,123,Moderate
13-11-2022,95,Satisfactory
14-11-2022,132,Moderate
15-11-2022,130,Moderate
16-11-2022,150,Moderate
17-11-2022,166,Moderate
18-11-2022,117,Moderate
19-11-2022,128,Moderate
20-11-2022,211,Poor
21-11-2022,184,Moderate
22-11-2022,123,Moderate
23-11-2022,127,Moderate
24-11-2022,177,Moderate
25-11-2022,240,Poor
26-11-2022,257,Poor
27-11-2022,258,Poor
28-11-2022,245,Poor
29-11-2022,225,Poor
30-11-2022,215,Poor
01-12-2022,249,Poor
02-12-2022,249,Poor
03-12-2022,296,Poor
04-12-2022,219,Poor
05-12-2022,258,Poor
06-12-2022,262,Poor
07-12-2022,328,Very Poor
08-12-2022,403,Severe
09-12-2022,255,Poor
10-12-2022,172,Moderate
11-12-2022,192,Moderate
12-12-2022,233,Poor
13-12-2022,189,Moderate
14-12-2022,150,Moderate
15-12-2022,182,Moderate
16-12-2022,203,Poor
17-12-2022,293,Poor
18-12-2022,327,Very Poor
19-12-2022,297,Poor
20-12-2022,290,Poor
21-12-2022,221,Poor
22-12-2022,215,Poor
23-12-2022,207,Poor
24-12-2022,302,Very Poor
25-12-2022,315,Very Poor
26-12-2022,357,Very Poor
27-12-2022,337,Very Poor
28-12-2022,293,Poor
29-12-2022,231,Poor
30-12-2022,156,Moderate
31-12-2022,156,Moderate
01-01-2023,203,Poor
02-01-2023,224,Poor
03-01-2023,231,Poor
04-01-2023,309,Very Poor
05-01-2023,376,Very Poor
06-01-2023,389,Very Poor
07-01-2023,380,Very Poor
08-01-2023,368,Very Poor
09-01-2023,389,Very Poor
10-01-2023,388,Very Poor
11-01-2023,388,Very Poor
12-01-2023,398,Very Poor
13-01-2023,363,Very Poor
14-01-2023,315,Very Poor
15-01-2023,292,Poor
16-01-2023,234,Poor
17-01-2023,212,Poor
18-01-2023,224,Poor
19-01-2023,189,Moderate
20-01-2023,233,Poor
21-01-2023,292,Poor
22-01-2023,271,Poor
23-01-2023,276,Poor
24-01-2023,280,Poor
25-01-2023,236,Poor
26-01-2023,298,Poor
27-01-2023,275,Poor
28-01-2023,271,Poor
29-01-2023,241,Poor
30-01-2023,292,Poor
31-01-2023,228,Poor
01-02-2023,231,Poor
02-02-2023,220,Poor
03-02-2023,189,Moderate
04-02-2023,199,Moderate
05-02-2023,173,Moderate
06-02-2023,184,Moderate
07-02-2023,168,Moderate
08-02-2023,206,Poor
09-02-2023,146,Moderate
10-02-2023,98,Satisfactory
11-02-2023,182,Moderate
12-02-2023,201,Poor
13-02-2023,186,Moderate
14-02-2023,194,Moderate
15-02-2023,189,Moderate
16-02-2023,199,Moderate
17-02-2023,182,Moderate
18-02-2023,149,Moderate
19-02-2023,151,Moderate
20-02-2023,166,Moderate
21-02-2023,169,Moderate
22-02-2023,179,Moderate
23-02-2023,194,Moderate
24-02-2023,197,Moderate
25-02-2023,197,Moderate
26-02-2023,167,Moderate
27-02-2023,197,Moderate
28-02-2023,184,Moderate
01-03-2023,169,Moderate
02-03-2023,156,Moderate
03-03-2023,136,Moderate
04-03-2023,150,Moderate
05-03-2023,141,Moderate
06-03-2023,169,Moderate
07-03-2023,138,Moderate
08-03-2023,190,Moderate
09-03-2023,192,Moderate
10-03-2023,179,Moderate
11-03-2023,150,Moderate
12-03-2023,133,Moderate
13-03-2023,133,Moderate
14-03-2023,117,Moderate
15-03-2023,102,Moderate
16-03-2023,88,Satisfactory
17-03-2023,104,Moderate
18-03-2023,153,Moderate
19-03-2023,127,Moderate
20-03-2023,129,Moderate
21-03-2023,107,Moderate
22-03-2023,98,Satisfactory
23-03-2023,101,Moderate
24-03-2023,121,Moderate
25-03-2023,115,Moderate
26-03-2023,206,Poor
27-03-2023,218,Poor
28-03-2023,123,Moderate
29-03-2023,138,Moderate
30-03-2023,133,Moderate
31-03-2023,133,Moderate
01-04-2023,151,Moderate
02-04-2023,151,Moderate
03-04-2023,134,Moderate
04-04-2023,134,Moderate
05-04-2023,128,Moderate
06-04-2023,121,Moderate
07-04-2023,101,Moderate
08-04-2023,85,Satisfactory
09-04-2023,99,Satisfactory
10-04-2023,123,Moderate
11-04-2023,124,Moderate
12-04-2023,106,Moderate
13-04-2023,110,Moderate
14-04-2023,115,Moderate
15-04-2023,119,Moderate
16-04-2023,121,Moderate
17-04-2023,107,Moderate
18-04-2023,102,Moderate
19-04-2023,104,Moderate
20-04-2023,94,Satisfactory
21-04-2023,85,Satisfactory
22-04-2023,78,Satisfactory
23-04-2023,78,Satisfactory
24-04-2023,85,Satisfactory
25-04-2023,88,Satisfactory
26-04-2023,107,Moderate
27-04-2023,129,Moderate
28-04-2023,123,Moderate
29-04-2023,104,Moderate
30-04-2023,107,Moderate
01-05-2023,129,Moderate
02-05-2023,121,Moderate
03-05-2023,136,Moderate
04-05-2023,123,Moderate
05-05-2023,128,Moderate
06-05-2023,133,Moderate
07-05-2023,110,Moderate
08-05-2023,111,Moderate
09-05-2023,107,Moderate
10-05-2023,127,Moderate
11-05-2023,106,Moderate
12-05-2023,107,Moderate
13-05-2023,101,Moderate
14-05-2023,104,Moderate
15-05-2023,95,Satisfactory
16-05-2023,101,Moderate
17-05-2023,104,Moderate
18-05-2023,116,Moderate
19-05-2023,128,Moderate
20-05-2023,166,Moderate
21-05-2023,192,Moderate
22-05-2023,212,Poor
23-05-2023,208,Poor
24-05-2023,184,Moderate
25-05-2023,146,Moderate
26-05-2023,132,Moderate
27-05-2023,151,Moderate
28-05-2023,151,Moderate
29-05-2023,143,Moderate
30-05-2023,153,Moderate
31-05-2023,141,Moderate
01-06-2023,140,Moderate
02-06-2023,112,Moderate
03-06-2023,104,Moderate
04-06-2023,102,Moderate
05-06-2023,101,Moderate
06-06-2023,133,Moderate
07-06-2023,110,Moderate
08-06-2023,119,Moderate
09-06-2023,127,Moderate
10-06-2023,138,Moderate
11-06-2023,133,Moderate
12-06-2023,124,Moderate
13-06-2023,115,Moderate
14-06-2023,110,Moderate
15-06-2023,115,Moderate
16-06-2023,104,Moderate
17-06-2023,101,Moderate
18-06-2023,95,Satisfactory
19-06-2023,106,Moderate
20-06-2023,107,Moderate
21-06-2023,128,Moderate
22-06-2023,119,Moderate
23-06-2023,112,Moderate
24-06-2023,128,Moderate
25-06-2023,123,Moderate
26-06-2023,119,Moderate
27-06-2023,98,Satisfactory
28-06-2023,106,Moderate
29-06-2023,117,Moderate
30-06-2023,129,Moderate
01-07-2023,138,Moderate
02-07-2023,127,Moderate
03-07-2023,146,Moderate
04-07-2023,150,Moderate
05-07-2023,150,Moderate
06-07-2023,153,Moderate
07-07-2023,156,Moderate
08-07-2023,107,Moderate
09-07-2023,94,Satisfactory
10-07-2023,98,Satisfactory
11-07-2023,162,Moderate
12-07-2023,102,Moderate
13-07-2023,153,Moderate
14-07-2023,116,Moderate
15-07-2023,104,Moderate
16-07-2023,116,Moderate
17-07-2023,101,Moderate
18-07-2023,128,Moderate
19-07-2023,124,Moderate
20-07-2023,112,Moderate
21-07-2023,115,Moderate
22-07-2023,111,Moderate
23-07-2023,101,Moderate
24-07-2023,94,Satisfactory
25-07-2023,88,Satisfactory
26-07-2023,78,Satisfactory
27-07-2023,94,Satisfactory
28-07-2023,145,Moderate
29-07-2023,95,Satisfactory
30-07-2023,150,Moderate
31-07-2023,82,Satisfactory
01-08-2023,84,Satisfactory
02-08-2023,93,Satisfactory
03-08-2023,150,Moderate
04-08-2023,76,Satisfactory
05-08-2023,81,Satisfactory
06-08-2023,88,Satisfactory
07-08-2023,89,Satisfactory
08-08-2023,146,Moderate
09-08-2023,81,Satisfactory
10-08-2023,89,Satisfactory
11-08-2023,153,Moderate
12-08-2023,163,Moderate
13-08-2023,117,Moderate
14-08-2023,102,Moderate
15-08-2023,89,Satisfactory
16-08-2023,93,Satisfactory
17-08-2023,107,Moderate
18-08-2023,90,Satisfactory
19-08-2023,95,Satisfactory
20-08-2023,150,Moderate
21-08-2023,190,Moderate
22-08-2023,128,Moderate
23-08-2023,138,Moderate
24-08-2023,151,Moderate
25-08-2023,129,Moderate
26-08-2023,133,Moderate
27-08-2023,112,Moderate
28-08-2023,104,Moderate
29-08-2023,141,Moderate
30-08-2023,149,Moderate
31-08-2023,166,Moderate
01-09-2023,167,Moderate
02-09-2023,168,Moderate
03-09-2023,160,Moderate
04-09-2023,167,Moderate
05-09-2023,173,Moderate
06-09-2023,163,Moderate
07-09-2023,153,Moderate
08-09-2023,180,Moderate
09-09-2023,140,Moderate
10-09-2023,141,Moderate
11-09-2023,149,Moderate
12-09-2023,166,Moderate
13-09-2023,167,Moderate
14-09-2023,168,Moderate
15-09-2023,160,Moderate
16-09-2023,167,Moderate
17-09-2023,173,Moderate
18-09-2023,163,Moderate
19-09-2023,153,Moderate
20-09-2023,180,Moderate
21-09-2023,140,Moderate
22-09-2023,107,Moderate
